latitude,longitude,temperature_c,ndbi,ndvi,city
31.609,74.84729999999999,32.97216101940772,0.16412717637427102,0.45556188866932457,Amritsar
31.610724137931037,74.84729999999999,33.14513273312923,0.3036900665793421,0.4075880029151576,Amritsar
31.61244827586207,74.84729999999999,34.64060557028602,0.2525006008316173,0.5937931472755849,Amritsar
31.614172413793106,74.84729999999999,36.16958343256483,0.2085833904261526,0.3702367216639869,Amritsar
31.615896551724138,74.84729999999999,33.930853055855415,0.26750619381245194,0.582489654889736,Amritsar
31.617620689655173,74.84729999999999,37.13273299862755,0.36298741100760373,0.4459450572401062,Amritsar
31.619344827586207,74.84729999999999,31.650614180288365,0.32775333140242086,0.3607114405213356,Amritsar
31.621068965517242,74.84729999999999,34.41882970500014,0.36063734172388273,0.4660264669063221,Amritsar
31.622793103448277,74.84729999999999,36.26445091696624,0.26849655715422177,0.37571368428053803,Amritsar
31.624517241379312,74.84729999999999,33.21878164388633,0.34520256180066444,0.2843956155094377,Amritsar
31.626241379310347,74.84729999999999,34.15070801765409,0.2925718599121375,0.4086801787573288,Amritsar
31.62796551724138,74.84729999999999,33.78995515352607,0.39966169217622016,0.5506189395208393,Amritsar
31.629689655172413,74.84729999999999,37.72766058268575,0.36593044059609037,0.3967006422056557,Amritsar
31.631413793103448,74.84729999999999,31.637515093803735,0.34272685415122417,0.396504879403115,Amritsar
31.633137931034483,74.84729999999999,35.828891199868174,0.3092430606778717,0.32021473190301514,Amritsar
31.634862068965518,74.84729999999999,36.82880386315669,0.2958153368859122,0.2795004792707594,Amritsar
31.636586206896553,74.84729999999999,36.422203322699936,0.416394188273044,0.23347645759356797,Amritsar
31.638310344827588,74.84729999999999,35.037465841638465,0.3481182233630906,0.4239841073926408,Amritsar
31.640034482758622,74.84729999999999,36.3296548988248,0.3315872088933051,0.27413094347522016,Amritsar
31.641758620689654,74.84729999999999,38.60238595409092,0.2755250670057083,0.29375872954252724,Amritsar
31.64348275862069,74.84729999999999,38.75624352667964,0.40048744625821897,0.3753088675150331,Amritsar
31.645206896551723,74.84729999999999,38.490544944894914,0.3297801050803132,0.30166565827432207,Amritsar
